Cyber_Security,هل يوجد قانون للجرائم الإلكترونية؟,"نعم، قانون محدث (2023) يغطي الابتزاز والاحتيال وحماية الخصوصية."
IT_Development,ما هي منصة إي فواتيركم؟,"نظام وطني لعرض وتحصيل الفواتير إلكترونياً بإشراف البنك المركزي."
Education,ما هو مسار BTEC في الأردن؟,"نظام تعليم مهني وتقني دولي يركز على المهارات العملية والمشاريع."
Education,هل التعليم الحكومي مجاني؟,"نعم، التعليم في المدارس الحكومية مجاني وإلزامي حتى الثانوية."
Tawjihi,ما هو امتحان التوجيهي؟,"امتحان الثانوية العامة الوطني والمعيار الوحيد للقبول الجامعي."
Food,ما هو سر المنسف الأردني؟,"الجميد الكركي المطبوخ مع لحم الغنم البلدي وخبز الشراك."
Food,ما هي المكمورة؟,"أكلة شمالية من طبقات عجين محشوة بالدجاج والبصل وزيت الزيتون."
Tourism,ما هو السيق؟,"ممر صخري طبيعي بطول 1.2 كم يمثل مدخل مدينة البتراء."
Tourism,لماذا يسمى وادي رم بوادي القمر؟,"لتضاريسه التي تشبه القمر والمريخ وهو موقع عالمي لتصوير الأفلام."
Logistics,ما هي تذكرة Jordan Pass؟,"تذكرة تشمل دخول 40 موقعاً أثرياً وتعفي من رسوم الفيزا."
Economy,بماذا يرتبط الدينار الأردني؟,"مرتبط بالدولار الأمريكي بسعر صرف ثابت (1.41 دولار)."
IT_JO,ما هي شركة طماطم؟,"ناشر ألعاب المحمول الأول في العالم العربي ومقرها عمان."
Scholarships,كيف أحصل على منحة دراسية؟,"عبر وزارة التعليم العالي، مؤسسة ولي العهد، أو منح الجامعات."
Modern_JO,ما هو تطبيق سند؟,"التطبيق الحكومي الموحد للهوية الرقمية والوصول للمستندات الرسمية."
Nature,ما هي السوسنة السوداء؟,"الزهرة الوطنية للأردن، نادرة وتنمو في فصل الربيع."
History,متى تم تعريب قيادة الجيش؟,"في 1 آذار 1956 بقرار تاريخي من الملك الحسين بن طلال."
Hidden_Gems,ما هو وادي الحسا؟,"أطول وادي مائي في الأردن، يشتهر بالمسارات والمياه الدافئة."
Customs,ماذا يعني هز فنجان القهوة؟,"تقليد بدوي يعني الاكتفاء من القهوة العربية وعدم الرغبة بالمزيد."
Safety,هل الأردن آمن للسياحة؟,"نعم، واحة للأمن والاستقرار وتصنف كوجهة آمنة جداً عالمياً."
Medical,ما هو مركز الحسين للسرطان؟,"مركز طبي متخصص في علاج السرطان، من الأفضل في الشرق الأوسط."
Tech_Skills,ما هي أهمية الـ CCNA؟,"شهادة سيسكو العالمية وحجر الأساس لدخول سوق عمل الشبكات."
Local_Slang,ما معنى على راسي؟,"عبارة تدل على الاحترام الشديد والترحيب بتلبية الطلب."
IT_Pro,ما هو مجمع الملك حسين للأعمال؟,"بيئة تقنية تضم كبرى الشركات العالمية والناشئة ومركز للابتكار."
Geography,ما هو أدنى مكان على الأرض؟,"شواطئ البحر الميت في الأردن (430 متراً تحت سطح البحر)."
Tourism,ما هو تلفريك عجلون؟,"مشروع يطل على غابات عجلون وشمال الأردن وفلسطين."
History,ما هي معركة الكرامة؟,"معركة وقعت عام 1968 انتصر فيها الجيش الأردني على إسرائيل."
Sports,ما هو لقب المنتخب الوطني؟,"النشامى، وحقق وصافة كأس آسيا لعام 2023."
Cyber_JO,كيف أحمي حساباتي؟,"تفعيل التحقق بخطوتين، كلمات مرور قوية، والحذر من الروابط."
Heritage,ما هو المهباش؟,"أداة طحن القهوة وصوتها رمز للترحيب ودعوة للضيوف."
Digital_JO,ما هي المحفظة الإلكترونية؟,"خدمة مالية (JoMoPay) لتحويل الأموال والدفع عبر الموبايل."
Tourism,ما هو البحر الميت؟,"بحيرة ماء مالحة جداً في الأردن خامس أخفض نقطة على سطح الأرض."
History,متى تأسست مملكة الأردن؟,"تأسست المملكة الأردنية الهاشمية عام 1946."
Food,ما هو المنسف؟,"المنسف الطبق الوطني الأردني مصنوع من لحم الضأن واللبن مع الأرز."
Geography,ما هي عاصمة الأردن؟,"عاصمة الأردن هي عمان."
Safety,هل بحاجة لتأشيرة لدخول الأردن؟,"يعتمد على جنسية الزائر، بعض الجنسيات تحتاج تأشيرة مسبقة."
Medical,ما هو مستشفى الملك المؤسس؟,"مركز طبي وتعليمي في عمان يقدم خدمات صحية متقدمة."
Tech_Skills,ما معنى HTML؟,"لغة توصيف لإنشاء صفحات الويب."
Local_Slang,ما معنى يعطيك العافية؟,"عبارة تقدير تُقال بعد إنجاز عمل أو مجهود."
IT_Pro,ما هو وادي صقرة؟,"منطقة أعمال وتقنية في عمّان تضم شركات برمجيات."
Tourism,أين يقع البتراء؟,"تقع البتراء في جنوب الأردن وهي مدينة أثرية منحوتة بالصخر."
History,من هم الأنباط؟,"حضارة قديمة أسست البتراء وكانت نشطة في التجارة."
Sports,ما هي أشهر الرياضات في الأردن؟,"كرة القدم وكرة السلة والمصارعة الحرة."
Cyber_JO,كيف أحمِي بريدي الإلكتروني؟,"استخدام كلمة سر قوية وتفعيل التحقق بخطوتين."
Heritage,ما هو القلعة؟,"قلعة تاريخية في عمّان تعكس حضارات متعددة."
Digital_JO,ما هي JoMoPay؟,"محفظة إلكترونية في الأردن للدفع والتحويل المالي."
Tourism,ما هو البحر الأحمر؟,"ليس في الأردن لكنه قريب من العقبة رمز الغوص والغطس."
History,ما هي الثورة العربية الكبرى؟,"حركة ضد الاحتلال العثماني في عام 1916."
Food,ما هو الزعلوك؟,"طبق باذنجان مغربي لكنه منتشر في المطاعم الأردنية."
Geography,ما هو جبل نيبو؟,"جبل مطل على غور الأردن والمسيح."
Safety,هل الأردن بلد آمن للسياحة؟,"نعم تصنف الأردن من الدول الآمنة سياحياً مقارنة بالمنطقة."
Medical,ما هو مستشفى الملكة رانيا؟,"مستشفى متخصص في تخصصات الأطفال والولادة."
Tech_Skills,ما معنى CSS؟,"لغة تنسيق الصفحات تتحكم في مظهر المواقع."
Local_Slang,ما معنى ماشي؟,"تعني حسناً أو تماماً."
IT_Pro,ما هو مركز تدريب تكنولوجيا؟,"مركز يقدم دورات في البرمجة والشبكات."
Tourism,ما هي محمية الأزرق؟,"منطقة طبيعية لحماية الحياة البرية شرق الأردن."
History,متى الحرب العالمية الأولى؟,"بدأت عام 1914 وانتهت عام 1918."
Sports,ما هو النادي الأكثر شعبية؟,"الفيصلي والرمثا من أبرز أندية كرة القدم."
Cyber_JO,ما معنى VPN؟,"شبكة افتراضية خاصة لتأمين الاتصال بالإنترنت."
Heritage,ما هو الدبكة؟,"رقصة شعبية تُؤدى في الاحتفالات والمناسبات."
Digital_JO,كيف أفتح حساب بنكي إلكتروني؟,"زيارة البنك مع وثائق الهوية وتفعيل الخدمات الرقمية."
Tourism,ما هي صحراء وادي رم؟,"منطقة صحراوية ذات تشكيلات صخرية ومعالم سياحية."
History,من هو الملك عبد الله الأول؟,"مؤسس المملكة الأردنية الهاشمية."
Food,ما هو الكنافة؟,"حلويات مغموسة بالقطر ومزينة بالفستق."
Geography,ما هو نهر الأردن؟,"نهر يحد الأردن من الغرب ويصب في البحر الميت."
Safety,كيف أتعامل مع حرارة الصيف؟,"ارتداء قبعة وحمل ماء وابتعد عن الشمس المباشرة."
Medical,ما هي التدابير ضد حرارة الشمس؟,"شرب الماء بكثرة وتفادي التعرض الطويل للشمس."
Tech_Skills,ما هو JavaScript؟,"لغة برمجة تفاعلية تُستخدم في واجهات الويب."
Local_Slang,ما معنى تولع؟,"تعني اشتعل أو ازداد حماساً."
IT_Pro,ما هو خادم (Server)؟,"جهاز يقدم خدمات أو موارد لأجهزة أخرى عبر الشبكة."
Tourism,أين تقع العقبة؟,"مدينة على البحر الأحمر جنوب الأردن."
History,ما هي معاهدة سايكس بيكو؟,"اتفاق دولي لتقسيم الشرق الأوسط بعد الحرب العالمية الأولى."
Sports,ما هي هيا كورة القدم في المدارس؟,"بطولات مدرسية تشجع على الرياضة والمنافسة."
Cyber_JO,ما هو phishing؟,"هجمات تصيد تستهدف سرقة معلومات المستخدم."
Heritage,ما هو الطربوش؟,"قبعة تقليدية كانت منتشرة في الماضي."
Digital_JO,ما هو الدفع عبر NFC؟,"تقنية دفع لاسلكية من الهاتف للجهاز."
Tourism,ما هو نبع حمّام؟,"منتجع مياه معدنية في الشونة الشمالية."
History,من هو الملك حسين بن طلال؟,"ملك الأردن من 1953 حتى 1999."
Food,ما هي الفلافل؟,"كرات من الحمص المقلية تقدم مع الخبز."
Geography,ما هو السّلط؟,"مدينة تاريخية تقع في شماله عمان."
Safety,ما هي إرشادات السباحة؟,"السباحة في أماكن مخصصة وتحت إشراف."
Medical,ما هو لقاح كورونا؟,"لقاح للوقاية من فيروس كوفيد‑19."
Tech_Skills,ما هو Python؟,"لغة برمجة عالية المستوى تستخدم في الذكاء الاصطناعي."
Local_Slang,ما معنى تمام؟,"تعني جيد أو ممتاز."
IT_Pro,ما هو IP Address؟,"عنوان رقم يحدد جهازك على الشبكة."
Tourism,ما هو جبل الموجب؟,"منطقة طبيعية يصلح فيها رياضات المغامرة."
History,ما هو العصر البرونزي في الأردن؟,"فترة حضارية قديمة قبل الميلاد."
Sports,ما هو كأس الأردن؟,"بطولة كرة قدم محلية سنوية."
Cyber_JO,ما هي كلمة المرور القوية؟,"طويلة مع حروف ورموز وأرقام."
Heritage,ما هو السوق القديم؟,"مناطق تاريخية للتجارة في المدن الأردنية."
Digital_JO,ما هو البريد الإلكتروني؟,"حساب تواصل رقمي يرسل ويستقبل الرسائل."
Tourism,أين تقع جرش؟,"مدينة رومانية قديمة شمال عمان."
History,ما هي الحضارة الكنعانية؟,"حضارة قديمة في شرق المتوسط."
Food,ما هو الحُمّص؟,"وجبة من الحمص المهروس تقدم مع الزيت."
Geography,ما هو وادي الأردن؟,"منخفض بين جبال وادي الأردن والمرتفعات."
Safety,هل يجوز السباحة في البحر الميت؟,"نعم لكن بحذر لأنه مالح جدا."
Medical,ما هي الإسعافات الأولية؟,"إجراءات لحماية المصاب قبل وصول الفريق الطبي."
Tech_Skills,ما معنى API؟,"واجهة تربط بين برمجيات متعددة."
Local_Slang,ما معنى حاضر؟,"رد يدل على القبول والتنفيذ."
IT_Pro,ما هو DNS؟,"نظام يحول أسماء المواقع إلى عناوين IP."
Tourism,ما هي منطقة معان السياحية؟,"مناظر صحراوية وآثار ومعالم تاريخية."
History,من هم المغاوير؟,"وحدات نخبة في القوات المسلحة الأردنية."
Sports,ما هو منتخب الشباب؟,"فريق تحت 23 سنة يمثل الأردن."
Cyber_JO,كيف أحمي حساب فيس بوك؟,"تفعيل التحقق بخطوتين وتغيير كلمة المرور دورياً."
Heritage,ما معنى عرس أردني؟,"احتفال تقليدي بليلة الفرح وتقاليد موسمية."
Digital_JO,ما هو eSIM؟,"شريحة رقمية تتيح تفعيل خط دون بطاقة فعلية."
Tourism,ما هو جبل نيبو؟,"منظر طبيعي مطل على غور الأردن."
History,ما هي الدولة الأموية؟,"دولة حكمت الشرق الأوسط بعد الخلافة الراشدة."
Food,ما هو الزبادي؟,"لبن مخمر يقدم كمقبلات."
Geography,ما هو البحر المتوسط؟,"بحيرة ملحية كبيرة تفصل أوروبا عن آسيا."
Safety,ما هو الدفاع المدني؟,"جهة تساعد في الطوارئ والسلامة العامة."
Medical,ما هو ضغط الدم؟,"قوة دفع الدم داخل الشرايين."
Tech_Skills,ما هو SQL؟,"لغة استعلام قواعد البيانات."
Local_Slang,ما معنى يلا؟,"دعوة للبدء أو التعجيل."
IT_Pro,ما هو Firewall؟,"جدار حماية يحمي الشبكات."
Tourism,ما هي راس محمد؟,"محمية طبيعية في العقبة للغوص."
History,ما هو العصر الحديدي؟,"مرحلة حضارية بعد العصر البرونزي."
Sports,ما هو دوري المحترفين الأردني؟,"بطولة كرة قدم للأندية الأردنية."
Cyber_JO,ما هو malware؟,"برمجيات خبيثة تضر الأجهزة."
Heritage,ما هو العرس الشعبي؟,"احتفال جماعي يتضمن رقص وغناء."
Digital_JO,ما هو QR Code؟,"رمز ثنائي يُقرأ عبر الكاميرا."
Tourism,أين تقع بحيرة طبريا؟,"بحيرة في إسرائيل لكنها قريبة من الأردن."
History,من هم الرومان في الأردن؟,"قوة احتلت المنطقة بعد الأنباط."
Food,ما هو التبولة؟,"سلطة برغل وخضار منعشة."
Geography,ما هو الصفا؟,"تل صغير في عمان."
Safety,ما هي إرشادات المشي في الصحراء؟,"الاعتماد على ماء وظلال وتجنب الحرارة."
Medical,ما هو كورونا؟,"فيروس يصيب الجهاز التنفسي."
Tech_Skills,ما معنى UX؟,"تصميم تجربة المستخدم للتطبيقات والمواقع."
Local_Slang,ما معنى والله؟,"تعني حقاً أو تأكيد الكلام."
IT_Pro,ما هو Router؟,"جهاز يوجه حركة البيانات بين الشبكات."
Tourism,ما هي منطقة البترا القديمة؟,"مدينة منحوتة بالصخر بتصميم هندسي."
Trivia,ما هو الرمز البريدي للأردن؟,لكل منطقة رمز خاص، لكن رمز وسط عمان هو 11118.
Trivia,ما هو مفتاح خط الأردن الدولي؟,962
Trivia,ما هي أطول سارية علم في الأردن؟,سارية رغدان (126 متر) كانت الأطول في العالم لفترة، وتحمل علماً ضخماً.
Trivia,هل ينزل الثلج في الأردن؟,نعم، خاصة في المرتفعات (عجلون، الشوبك، غرب عمان) لعدة أيام في الشتاء.
Trivia,ما هو الحيوان الوطني (غير الطائر)؟,المها العربي هو الحيوان الذي يرمز للحياة البرية في الأردن.
Trivia,ما هو وادي النمل؟,وادي صخري في البتراء يتميز بتشكيلات صخرية تشبه مساكن النمل.
Trivia,من هم الشركس في الأردن؟,مكون رئيسي من النسيج الأردني، هاجروا من القوقاز، ولهم دور كبير في تأسيس عمان والحرس الملكي.
Trivia,ما هو سوق الجمعة؟,سوق شعبي ضخم للملابس المستعملة (البالة) يقام في منطقة المحطة أو راس العين.
Trivia,ما هي كلمة 'يا هلا'؟,أشهر عبارة ترحيب أردنية تقال للضيف، وتعني 'أهلاً بك كأهلنا'.
category,question,answer
General,متى تأسست الأردن؟,"تأسست في 25 أيار 1946 على يد الملك عبدالله الأول."
Geography,أين يقع الأردن؟,"بقلب الشرق الأوسط يحدها سوريا والعراق والسعودية وفلسطين."
Geography,كم عدد محافظات الأردن؟,"12 محافظة موزعة على أقاليم الشمال والوسط والجنوب."
Tourism,ما هي البتراء؟,"المدينة الوردية وعاصمة الأنباط وإحدى عجائب الدنيا السبع."
Cyber_Security,ما هو المركز الوطني للأمن السيبراني؟,"جهة حكومية مسؤولة عن حماية الفضاء السيبراني والبنية الرقمية."
Cyber_Security,هل يوجد قانون للجرائم الإلكترونية؟,"نعم، قانون محدث (2023) يغطي الابتزاز والاحتيال وحماية الخصوصية."
IT_Development,ما هي منصة إي فواتيركم؟,"نظام وطني لعرض وتحصيل الفواتير إلكترونياً بإشراف البنك المركزي."
Education,ما هو مسار BTEC في الأردن؟,"نظام تعليم مهني وتقني دولي يركز على المهارات العملية والمشاريع."
Education,هل التعليم الحكومي مجاني؟,"نعم، التعليم في المدارس الحكومية مجاني وإلزامي حتى الثانوية."
Tawjihi,ما هو امتحان التوجيهي؟,"امتحان الثانوية العامة الوطني والمعيار الوحيد للقبول الجامعي."
Food,ما هو سر المنسف الأردني؟,"الجميد الكركي المطبوخ مع لحم الغنم البلدي وخبز الشراك."
Food,ما هي المكمورة؟,"أكلة شمالية من طبقات عجين محشوة بالدجاج والبصل وزيت الزيتون."
Tourism,ما هو السيق؟,"ممر صخري طبيعي بطول 1.2 كم يمثل مدخل مدينة البتراء."
Tourism,لماذا يسمى وادي رم بوادي القمر؟,"لتضاريسه التي تشبه القمر والمريخ وهو موقع عالمي لتصوير الأفلام."
Logistics,ما هي تذكرة Jordan Pass؟,"تذكرة تشمل دخول 40 موقعاً أثرياً وتعفي من رسوم الفيزا."
Economy,بماذا يرتبط الدينار الأردني؟,"مرتبط بالدولار الأمريكي بسعر صرف ثابت (1.41 دولار)."
IT_JO,ما هي شركة طماطم؟,"ناشر ألعاب المحمول الأول في العالم العربي ومقرها عمان."
Scholarships,كيف أحصل على منحة دراسية؟,"عبر وزارة التعليم العالي، مؤسسة ولي العهد، أو منح الجامعات."
Modern_JO,ما هو تطبيق سند؟,"التطبيق الحكومي الموحد للهوية الرقمية والوصول للمستندات الرسمية."
Nature,ما هي السوسنة السوداء؟,"الزهرة الوطنية للأردن، نادرة وتنمو في فصل الربيع."
History,متى تم تعريب قيادة الجيش؟,"في 1 آذار 1956 بقرار تاريخي من الملك الحسين بن طلال."
Hidden_Gems,ما هو وادي الحسا؟,"أطول وادي مائي في الأردن، يشتهر بالمسارات والمياه الدافئة."
Customs,ماذا يعني هز فنجان القهوة؟,"تقليد بدوي يعني الاكتفاء من القهوة العربية وعدم الرغبة بالمزيد."
Safety,هل الأردن آمن للسياحة؟,"نعم، واحة للأمن والاستقرار وتصنف كوجهة آمنة جداً عالمياً."
Medical,ما هو مركز الحسين للسرطان؟,"مركز طبي متخصص في علاج السرطان، من الأفضل في الشرق الأوسط."
Tech_Skills,ما هي أهمية الـ CCNA؟,"شهادة سيسكو العالمية وحجر الأساس لدخول سوق عمل الشبكات."
Local_Slang,ما معنى على راسي؟,"عبارة تدل على الاحترام الشديد والترحيب بتلبية الطلب."
IT_Pro,ما هو مجمع الملك حسين للأعمال؟,"بيئة تقنية تضم كبرى الشركات العالمية والناشئة ومركز للابتكار."
Geography,ما هو أدنى مكان على الأرض؟,"شواطئ البحر الميت في الأردن (430 متراً تحت سطح البحر)."
Tourism,ما هو تلفريك عجلون؟,"مشروع يطل على غابات عجلون وشمال الأردن وفلسطين."
History,ما هي معركة الكرامة؟,"معركة وقعت عام 1968 انتصر فيها الجيش الأردني على إسرائيل."
Sports,ما هو لقب المنتخب الوطني؟,"النشامى، وحقق وصافة كأس آسيا لعام 2023."
Cyber_JO,كيف أحمي حساباتي؟,"تفعيل التحقق بخطوتين، كلمات مرور قوية، والحذر من الروابط."
Heritage,ما هو المهباش؟,"أداة طحن القهوة وصوتها رمز للترحيب ودعوة للضيوف."
Digital_JO,ما هي المحفظة الإلكترونية؟,"خدمة مالية (JoMoPay) لتحويل الأموال والدفع عبر الموبايل."
Tourism,ما هو البحر الميت؟,"بحيرة ماء مالحة جداً في الأردن خامس أخفض نقطة على سطح الأرض."
History,متى تأسست مملكة الأردن؟,"تأسست المملكة الأردنية الهاشمية عام 1946."
Food,ما هو المنسف؟,"المنسف الطبق الوطني الأردني مصنوع من لحم الضأن واللبن مع الأرز."
Geography,ما هي عاصمة الأردن؟,"عاصمة الأردن هي عمان."
Safety,هل بحاجة لتأشيرة لدخول الأردن؟,"يعتمد على جنسية الزائر، بعض الجنسيات تحتاج تأشيرة مسبقة."
Medical,ما هو مستشفى الملك المؤسس؟,"مركز طبي وتعليمي في عمان يقدم خدمات صحية متقدمة."
Tech_Skills,ما معنى HTML؟,"لغة توصيف لإنشاء صفحات الويب."
Local_Slang,ما معنى يعطيك العافية؟,"عبارة تقدير تُقال بعد إنجاز عمل أو مجهود."
IT_Pro,ما هو وادي صقرة؟,"منطقة أعمال وتقنية في عمّان تضم شركات برمجيات."
Tourism,أين يقع البتراء؟,"تقع البتراء في جنوب الأردن وهي مدينة أثرية منحوتة بالصخر."
History,من هم الأنباط؟,"حضارة قديمة أسست البتراء وكانت نشطة في التجارة."
Sports,ما هي أشهر الرياضات في الأردن؟,"كرة القدم وكرة السلة والمصارعة الحرة."
Cyber_JO,كيف أحمِي بريدي الإلكتروني؟,"استخدام كلمة سر قوية وتفعيل التحقق بخطوتين."
Heritage,ما هو القلعة؟,"قلعة تاريخية في عمّان تعكس حضارات متعددة."
Digital_JO,ما هي JoMoPay؟,"محفظة إلكترونية في الأردن للدفع والتحويل المالي."
Tourism,ما هو البحر الأحمر؟,"ليس في الأردن لكنه قريب من العقبة رمز الغوص والغطس."
History,ما هي الثورة العربية الكبرى؟,"حركة ضد الاحتلال العثماني في عام 1916."
Food,ما هو الزعلوك؟,"طبق باذنجان مغربي لكنه منتشر في المطاعم الأردنية."
Geography,ما هو جبل نيبو؟,"جبل مطل على غور الأردن والمسيح."
Safety,هل الأردن بلد آمن للسياحة؟,"نعم تصنف الأردن من الدول الآمنة سياحياً مقارنة بالمنطقة."
Medical,ما هو مستشفى الملكة رانيا؟,"مستشفى متخصص في تخصصات الأطفال والولادة."
Tech_Skills,ما معنى CSS؟,"لغة تنسيق الصفحات تتحكم في مظهر المواقع."
Local_Slang,ما معنى ماشي؟,"تعني حسناً أو تماماً."
IT_Pro,ما هو مركز تدريب تكنولوجيا؟,"مركز يقدم دورات في البرمجة والشبكات."
Tourism,ما هي محمية الأزرق؟,"منطقة طبيعية لحماية الحياة البرية شرق الأردن."
Jordan_Archeology,ما هو قصر المشتى؟,يا هلا وغلا. قصر المشتى هو أضخم وأفخم القصور الصحراوية التي بُنيت في العهد الأموي ويقع جنوب عمان بالقرب من المطار الدولي ورغم أنه لم يكتمل بناؤه بالكامل إلا أنه كان تحفة معمارية استثنائية واشتهر بواجهته الحجرية المزخرفة والمنحوتة بدقة متناهية جداً والتي تصور حيوانات ونباتات ونقوشاً هندسية ساحرة وقد أهداها السلطان العثماني لإمبراطور ألمانيا وتم نقل الواجهة الرائعة لتعرض حالياً بشكل دائم كواحدة من أعظم مقتنيات متحف بيرغامون في مدينة برلين الألمانية. هل تود أن نتجول بين كهوف عراق الأمير الساحرة وقصر العبد الهلنستي؟ 🏛
Jordan_Archeology,ما هي عراق الأمير؟,أهلاً بك. منطقة عراق الأمير الساحرة تقع في أحضان وادٍ أخضر خلاب غرب العاصمة عمان وتجمع بين سحر الطبيعة وعظمة التاريخ حيث تشتهر بتلالها الخضراء وينابيع مياهها العذبة المتدفقة وتحتضن بين جنباتها قصر العبد الهلنستي النادر المبني من الحجارة العملاقة المنحوتة بنقوش الأسود والنسور كما تضم المنطقة سلسلة من الكهوف الأثرية القديمة المكونة من طابقين والمنحوتة بشكل هندسي عجيب في قلب المنحدرات الصخرية العالية مما يجعلها وجهة سياحية وتاريخية متكاملة بامتياز. هل تحب استكشاف آثار مدينة طبقة فحل العريقة التي لم ينقطع عنها الاستيطان البشري منذ العصور الحجرية؟ 🌿
Jordan_Archeology,ما هي آثار طبقة فحل (بيلا)؟,بكل سرور. طبقة فحل أو ما يُعرف تاريخياً بمدينة بيلا هي إحدى مدن حلف الديكابولس الروماني الشهير وتقع في الأغوار الشمالية ذات الطبيعة الزراعية الخصبة وتتميز هذه المدينة الأثرية بظاهرة استثنائية نادرة جداً في العالم وهي أنها بقيت مأهولة ومسكونة بالبشر بشكل مستمر ودون انقطاع منذ العصور الحجرية القديمة مروراً بالحقبة الرومانية والبيزنطية والإسلامية وصولاً إلى وقتنا الحاضر وتحتوي على آثار لكنائس ومسارح ومساجد تروي قصة التراكم الحضاري الطويل للمكان. هل ترغب بالعودة لمدينة مادبا للحديث بالتفصيل عن كنيسة الخارطة وأهميتها عالمياً؟ 🏺
Jordan_Archeology,ما هي كنيسة الخارطة؟,يا هلا بك. كنيسة الخارطة أو كنيسة القديس جورج للروم الأرثوذكس في قلب مدينة مادبا هي تحفة دينية وأثرية ذات أهمية عالمية قصوى لأنها تحتضن في أرضيتها أقدم خريطة جغرافية مصنوعة من الفسيفساء في تاريخ البشرية والتي تعود للقرن السادس الميلادي وصُنعت ببراعة فائقة من ملايين الأحجار الملونة الصارخة لتصوير ورسم معالم الأراضي المقدسة بما فيها مدينة القدس القديمة ونهر الأردن والبحر الميت وتعتبر هذه الخريطة مرجعاً أساسياً وموثوقاً لجميع علماء الآثار والتاريخ. هل تود الاستراحة قليلاً والجلوس على مدرجات مبنى سبيل الحوريات الروماني المدهش في وسط البلد بعمان؟ ⛪
Jordan_Archeology,ما هو سبيل الحوريات؟,أهلاً بك. سبيل الحوريات هو مبنى روماني عام وأثري فاخر يقع بشكل بارز في منطقة وسط البلد في العاصمة عمان وقد بُني قديماً فوق مجرى سيل عمان ليكون نافورة عامة ضخمة ومركزاً حيوياً لتوزيع المياه وتزيين شوارع المدينة القديمة فيلادلفيا ويتميز هذا المبنى الجميل بتصميمه نصف الدائري وكواته المحفورة وأعمدته الكورنثية المزخرفة التي كانت تتدفق منها المياه بأسلوب هندسي وفني ساحر يعكس مدى رقي العمارة والحياة الرومانية المترفة في تلك الحقبة التاريخية. هل تحب أن نصعد سوياً لقمة جبل معزول في جنوب الأردن لاكتشاف أسرار قلعة الشوبك الصليبية وأنفاقها؟ 🏛
Jordan_Archeology,ما هي قلعة الشوبك (مونتريال)؟,بكل سرور. قلعة الشوبك والتي كان يُطلق عليها تاريخياً اسم قلعة مونتريال هي حصن صليبي عظيم يتربع على قمة جبل بركاني معزول ومخروطي الشكل وتشتهر هذه القلعة الشامخة بعمارتها القوية وآبارها المائية العميقة المحفورة في الصخر ونفقها السري الطويل جداً الذي يحتوي على مئات الدرجات وكان يُستخدم قديماً للنزول لجلب المياه أثناء فترات الحصار الطويلة في الحروب الصليبية. هل ترغب بالتعرف على الدبكة الأردنية الحماسية والتي تعتبر الرقصة الشعبية الأولى في الأعراس والاحتفالات؟ 🏰
Jordan_Culture,ما هي الدبكة الأردنية؟,يا هلا وغلا. الدبكة الأردنية هي نبض الشارع وروح الأفراح والاحتفالات الوطنية وهي رقصة فلكلورية شعبية جماعية تتشابك فيها الأيادي بقوة تعبيراً عن الوحدة والتلاحم المجتمعي والقوة والأصالة وتؤدى بأسلوب حماسي على إيقاع الأغاني الشعبية والمجوز واليرغول والشبابة وتتنوع حركاتها وأساليبها بشكل جميل وواسع بين مختلف مناطق ومدن شمال ووسط وجنوب المملكة لترسم لوحة فنية تجسد الفرح الأردني الأصيل الذي يشارك فيه الجميع شباباً وشيوخاً. هل تود أن تسمع صوت دقات المهباش الخشبي الجميل وأهميته في طقوس القهوة البدوية والضيافة؟ 🕺
Jordan_Culture,ما هو المهباش؟,أهلاً بك. المهباش أو الهاون الخشبي هو أداة تراثية عريقة ومهمة جداً تُصنع عادة من أخشاب السنديان والبلوط القاسية ويُستخدم منذ القدم لطحن ودق حبوب القهوة المحمصة يدوياً والأهم من ذلك أن عملية الدق وصوت الطرْقات المتتالية تتحول بين يدي صانع القهوة الماهر إلى إيقاع موسيقي مميز ورنان يُسمع من مسافات بعيدة ويُعتبر في العرف البدوي رسالة ترحيب حارة ودعوة مفتوحة لجميع الجيران والمارة للقدوم وشرب القهوة والتسامر في بيت المضيف الكحيل. هل تحب أن تكتشف سر الآلة الموسيقية الوترية ذات الوتر الواحد والمسماة بالربابة والتي يعشقها البدو؟ ☕
Jordan_Culture,ما هي الربابة؟,بكل سرور. الربابة هي آلة موسيقية وترية بسيطة وقديمة جداً وذات وتر واحد فقط وتعتبر الرفيق الدائم وصديقة الشاعر البدوي في ليالي الصحراء الهادئة حيث تُصنع يدوياً من الخشب والجلد وشعر ذيل الخيل ويصدر عنها لحن شجي وحزين يمس القلوب وتُستخدم بشكل أساسي وببراعة لمرافقة إلقاء قصائد الشعر النبطي وقصص الغزل والبطولة والحكمة لتروي بصوتها العميق وتناغمها الساحر مع كلمات الشاعر حكايات الأجداد وأمجادهم الخالدة حول مواقد النار المشتعلة. هل ترغب بتسليط الضوء على جماليات الزي التقليدي للمرأة الأردنية وتنوع التطريز فيه؟ 🎻
